;"X194.29.150.131";"X148.81.140.194";"X130.83.244.179";"X134.76.81.91";"X141.24.33.162";"X132.227.62.20";"X192.43.193.71";"X131.246.112.38";"X129.187.143.120";"X129.187.143.60";"X145.99.179.146";"X130.104.72.201";"X193.55.112.41";"X139.19.142.3";"X155.223.52.3";"X192.138.213.238";"X129.10.120.194";"X128.8.126.78";"X128.4.36.46";"X128.112.139.18";"X129.105.15.38";"X129.97.74.14";"X72.36.112.79";"X130.49.221.41";"X208.117.131.116";"X129.107.35.131";"X198.133.224.149";"X128.208.1.234";"X132.239.17.224";"X206.12.16.155";"X128.223.8.111";"X206.117.37.6";"X143.107.111.235";"X198.248.246.19";"X198.248.245.102";"X198.248.244.101";"X202.249.37.67";"X200.0.206.202";"X203.178.133.10";"X122.1.115.91";"X202.244.160.251";"X202.112.28.100";"X134.75.238.112";"X195.116.60.98"
"X72.36.112.79";0.13433417320252;0.13443560600292;0.11922504425044;0.13092811584476;0.12310650825484;0.1345994853974;0.12821390151984;0.12203970909116;0.12501518249508;0.12509646415712;0.1170555782318;0.12970040321348;0.14528389930728;0.125459214051667;NA;0.03019605636596;0.028083581924436;0.024707956314088;0.035675611495976;0.035905237197884;0.0066308975219732;0.021736612319948;NA;0.023568763732912;0.0324997138977;0.026698522567744;0.01062753677368;0.058436431884756;0.065325717926012;0.070412969589232;0.063596830368048;0.061366014480596;0.18751081466676;0.14859627723684;0.15463928222652;0.16150434494008;0.1772815990448;0.21269349098204;0.18573852539072;0.18070142745968;0.18912979125968;0.30311491966252;0.17681677818304;0.14189538955688
"X129.105.15.38";0.13539120674144;0.13574371337884;0.11712020874016;0.13208869934088;0.124458692290545;0.13344255447388;0.12942843437184;0.12363055229192;0.12632140159604;0.12625202178956;0.11613151550292;0.12820763587952;0.16034230232236;0.12687160571425;NA;0.027852563858032;0.026169490814208;0.022948293685912;0.03397144317628;0.034306411743164;NA;0.0197195148468;0.0064955615997312;0.022062673568724;0.030461359024056;0.024693946838384;0.0088245964050284;0.057712163925168;0.061762838363648;0.055893669128424;0.061940679550168;0.057898206710808;0.18597459793096;0.146688063939375;0.15327512741092;0.159842672348;0.1739790153504;0.21442436218276;0.1821566295624;0.18979924201972;0.18622951507572;0.29896842956544;0.17630178451536;0.13226548194884
"X198.133.224.149";0.13641089439392;0.13650302886964;0.12257893562316;0.13302268028252;0.12518487930304;0.1370723628998;0.13031629562384;0.1240777111054;0.1271957302094;0.12727608680732;0.118822495142625;0.131739725669167;0.14711840629568;0.127487371365167;NA;0.03191264152528;0.0300024986267;0.026621017456048;0.037511739730832;0.037924814224244;0.0088499736785876;0.024058227539064;0.010514898300176;0.022050628662112;0.03459230422974;0.028569507598876;NA;0.060479946136468;0.06721601486206;0.082529401779164;0.065520467758168;0.063087873458856;0.18974115371704;0.15068742752076;0.15676310539248;0.16366647720332;0.17925178527832;0.2145285320282;0.18746195793148;0.18969639778132;0.19112677574152;0.29560810089112;0.1789591693878;0.17269909858696
"X129.97.74.14";0.138148059845;0.13820261001592;0.122547416687;0.1346540737152;0.12690736770628;0.13145610809316;0.1318742752076;0.12555130004884;0.12878945350652;0.12884783744808;0.120596458514542;0.123627245426125;0.17513576507564;0.129367162783958;NA;0.024585981369016;0.03332253456116;0.03988165855408;0.029658355712884;0.030079765319828;0.019811420440676;NA;0.021526460647592;0.0388870716095;0.045602665711192;0.045013236999512;0.024039859771732;0.063763046264644;0.09325795173644;0.060580358505252;0.091261692047132;0.099244575500492;0.1640979576112;0.17599306106568;0.18231323242188;0.18906743049624;0.2004665756226;0.2119321727754;0.20848309516904;0.20675005912768;0.21236060142524;0.30307351112368;0.18947772026068;0.13560950279236
"X129.107.35.131";0.15219592094416;0.15232762336732;0.12701847076412;0.14873087883;0.14110778808588;0.15387110710148;0.146132042010667;0.13981509208676;0.14291381835932;0.14289274215704;0.149216324091042;0.151947438716792;0.17383047103884;0.143459320068375;NA;0.049329442977904;0.04566724777222;0.042506523132328;0.053386812210088;0.053603763580328;0.02477462768554;0.044680910110484;0.02638089179992;0.04678608894348;0.0093567180633552;NA;0.028508920669552;0.054094686508184;0.042772426605224;0.074396829605104;0.068507509231564;0.039183998107912;0.18809129714968;0.14529265403752;0.151346244812;0.15823614120484;0.1650935935974;0.23008599281308;0.17319302558904;0.175726751486458;0.17676100730888;0.29492155075068;0.19610870361332;0.16089297294616
"X208.117.131.116";0.15587723731996;0.16346302986148;0.12603425025936;0.1525100803376;0.15385074615476;0.15654223442072;0.16143000602724;0.1505035686494;0.16391660690312;0.14828362464908;0.164872517188417;0.159119606018042;0.18540143013;0.152589380741083;NA;0.051073389053352;0.086110305786132;NA;0.054774312973016;0.067910509109492;0.0503563976288;0.045492877960208;0.032223949432376;0.047624979019168;NA;0.0254647541046132;0.034727058410644;0.06446112632752;0.058769226074208;0.09549036025998;0.082207393646248;0.067414274215704;0.21147141456604;0.15541431427;0.1855916595458;0.16411567687988;0.15713087081904;0.24430044174192;0.19036140441896;0.16023596763604;0.16381078720084;0.28169080734256;0.2006345653534;0.15677146911612
"X206.12.16.155";0.17873500823972;0.17895486831676;0.15769718170164;0.17523274421692;0.16749157905584;0.1724373722076;0.17254161834712;0.16639396667492;0.16945298194888;0.1694794559478;0.16108687400824;0.16434318542476;0.18260024070732;0.169913381338083;NA;0.090351190567004;0.10184380531304;0.10056601524352;0.10950037956244;0.11007298469548;0.05583855628968;0.0604294872284;0.070098333358752;0.096101884841916;0.0855398757942;0.074460048675532;0.082469320297236;0.028102445602408;0.057316188812252;NA;0.034467172622684;0.054977340698236;0.22443916320816;0.193394889434208;0.19952936172484;0.20641340255748;0.16819997787472;0.25832099914552;0.17635237693784;0.1363926887512;0.18017451286316;0.27836735725404;0.14625035285944;0.20732921600344
"X128.208.1.234";0.1830592441558;0.18324696540828;0.17284397125248;0.17953419685364;0.17187143325812;0.18460681915296;0.17686893463136;0.17543373107912;0.17380771636964;0.1738404083252;0.177297254403417;0.179518808921167;0.19462863922128;0.181034306685083;NA;0.096219911575316;0.076590862274168;0.073401012420656;0.084158668518056;0.084529333114624;0.0578475189209;0.063736400604248;0.058545093536372;0.073415336608884;0.071892518997196;0.054151430130004;0.0605247331702174;NA;0.032139368057256;0.028094787597652;0.0092713165283192;0.038755054473884;0.26043729782104;0.17614074707028;0.18233763694768;0.18913563728336;0.14414792060852;0.2954764652252;0.15281002044676;0.10719497680664;0.19672296524044;0.27932685852048;0.1209531497956;0.1994589996338
"X132.239.17.224";0.18990001678464;0.18980545997624;0.18317482948304;0.18585980415344;0.17839624404904;0.18676870346072;0.1834606838226;0.17724383354188;0.18050020217892;0.18039356231684;0.173029333352958;0.182257562875792;0.21390163421616;0.180812358856208;NA;0.091495046615604;0.084209566116332;0.077462577819824;0.0826688194275;0.083174276351932;0.061932229995728;0.093186016082772;0.065137109756468;0.073385887145988;0.04358953475952;0.042621679306032;0.067201633453376;0.032105550765988;NA;0.057295722961416;0.03059740066528;0.0058528709411624;0.2493153858184;0.18390439987176;0.19013456344612;0.19693576812744;0.1205229377746;0.28348408699024;0.12874924659724;0.15104907989496;0.13239658355704;0.25073911666876;0.150463848114;0.20150706291196
"X206.117.37.6";0.19428393363956;0.18725494384776;0.17354825973512;0.18383269309996;0.17577887535092;0.18458547592164;0.18098660469068;0.17468763351456;0.17783214569092;0.17781848907484;0.162272135416625;0.180670311053542;0.20122986793512;0.199270794788958;NA;0.092451572418196;0.081880397796628;0.075497112274164;0.080262403488164;0.080748167037964;0.058914356231692;0.097069721221968;0.061130256652824;0.076173381805424;0.040537805557248;0.039127750396728;0.063171463012696;0.029679336547848;0.0054351997375488;0.055026502609248;0.027772035598736;NA;0.2468474388124;0.177675326665167;0.1862910842896;0.19066529273988;0.22969741821304;0.28222139358504;0.23598691940308;0.12324816703792;0.24755697250356;0.360427131653;0.14842167854304;0.21865158081064
"X128.223.8.111";0.208460855484;0.20852488517772;0.18394240379344;0.20513129234324;0.19737266540524;0.21009530067452;0.2022801208496;0.19617249488844;0.1993290519714;0.19922252655028;0.205513805151083;0.20809763908228;0.22043479919432;0.201304246981917;NA;0.09151903152466;0.082755231857292;0.09863052368164;0.0904794025421;0.0907152349298727;0.06208985328674;0.091312084197992;0.06363925933838;0.10149187088012;0.095245466232316;0.068445806503288;0.065717916488648;0.0094581699371344;0.03061266899108;0.034563264846808;NA;0.02792346954346;0.23336927413936;0.18234284400932;0.1887051582336;0.1954246902466;0.14291834831244;0.30262907981872;0.15085567474364;0.13821111679076;0.154961849513789;0.27764739036568;0.12729371070868;0.21028504371628
"X202.112.28.100";0.24045941352836;0.24051346778876;0.43357416152964;0.2417697048188;0.23430571556088;0.23974918365484;0.24441272735592;0.23312358856192;0.23621533393848;0.23611085891724;0.234782665967833;0.242008090019167;0.29194205284116;0.236857662598292;0.27673699378964;0.36042432785036;0.33159728050236;0.31894382476796;0.32500395774848;0.32530922889708;0.2988976573944;0.3021662902832;0.30241290092476;0.29821324348452;0.28181453704824;0.29495381355284;0.29574460983276;0.27954185485832;0.25040919303892;0.278445186615;0.27748216629032;0.3687279129028;0.45624756813048;0.4261692905426;0.4321048355102;0.43889640808108;0.13529309272772;0.51648182868956;0.14302433967588;0.33820208549492;0.14192634582528;NA;0.33525040626516;0.56109418869012
"X198.248.246.19";0.27425313949584;0.27431986808776;0.24916479110732;0.27069425582884;0.26295527458184;0.27572965621952;0.26809878349304;0.26185655593875;0.26492217063904;0.26491353034976;0.271249939997875;0.273734052976042;0.30192088127144;0.266077707211125;NA;0.172162027359;0.16773319244384;0.16452071189876;0.17543074607852;0.17559760093692;0.146908620993333;0.17606743812564;0.14848530769344;0.16728637695316;0.15735740661616;0.14533142089832;0.1506851863862;0.1761200428009;0.18391827583324;0.19335698127744;0.18246416091916;0.182442625363625;0.31522730827328;NA;0.2709967136382;0.27816988945012;0.2958780574798;0.3523227500916;0.3048732185364;0.285723991394;0.308231601715;0.42586885452276;0.31824995994572;0.2831871891022
"X143.107.111.235";0.2755033493042;0.27562230110156;0.22992393493656;0.27194035530084;0.2642494010926;0.26185997009276;0.26148161888124;0.26306529045108;0.26615322113032;0.26614531517028;0.272018541892417;0.275113493204042;0.27340429306032;0.265738894542125;NA;0.15371828079224;0.17669761657708;0.17533247947696;0.1749698352814;0.17527018547048;0.18596742630012;0.164036064148;0.18759250640872;0.19590202331544;0.19926497459412;0.18824389457704;0.18981715202328;0.26044426918036;0.24918751716608;0.224471578598;0.2333690357208;0.24773064613336;NA;0.31538601875308;0.32148869514472;0.32819176673892;0.3238029956818;0.17428696632388;0.33187449455256;0.291778842608042;0.33577459335328;0.4563118839264;0.35695931434632;0.26226610183716
"X198.248.245.102";0.2805203819274;0.28052321434028;0.25801145553592;0.27705676078796;0.26928819656368;0.28208432197576;0.27417025566104;0.26816803932188;0.27115670204156;0.27123195648204;0.280394077301;0.281923353672;0.29244319915772;0.271980553865542;NA;0.2039405155182;0.17394825935368;0.17087904930116;0.18180812835688;0.18198293685908;0.15295582771304;0.18217293739324;0.15490533828728;0.173555688424545;0.16959107398984;0.15155502319344;0.15688624382016;0.18268989562992;0.19029192924496;0.1994809150696;0.18856198310856;0.1840609645844;0.32157930374152;0.27112650871256;NA;0.28409428596484;0.30318467140188;0.358465526414913;0.31044007301332;0.31508717536924;0.31436662673944;0.4321693992614;0.32139136314392;0.28835641020912
"X198.248.244.101";0.28726074218756;0.28733106613152;0.264812555313;0.28378639221188;0.27597723960884;0.28889808654784;0.28102115631104;0.27486568450924;0.2779755210876;0.27796255111692;0.28450750311225;0.286818236112542;0.2990252113342;0.279105290122652;NA;0.18519770622252;0.18072503089908;0.17756752967836;0.18836409568788;0.1889117527008;0.1597776031494;0.18906729698192;0.1615437698364;0.18036470413212;0.16413419723516;0.15829278945932;0.163671321869;0.18916650772092;0.19695052146908;0.2064227867126;0.19546319007872;0.19078132629392;0.3282543182374;0.2779375648498;0.28404961586;NA;0.30912627220152;0.36541236877444;0.31722860336304;0.32549336433412;0.32102294921876;0.43889797210696;0.32968133926396;0.29610864639284
"X202.249.37.67";0.2986105442048;0.29888479232776;0.2718447494506;0.29501261711124;0.28737865448;0.30036248207092;0.29259016037;0.28635751724244;0.2893120479584;0.28926172256472;0.301820348104125;0.298316687345458;0.32714384078976;0.290139943361375;0.329705953598;0.20211192131036;0.19654328346248;0.1892069625854;0.19502098083496;0.1953340148926;0.17411757469168;0.20026972770692;0.17733748435976;0.18541259765616;0.15469827651972;0.164849357605;0.1792789745332;0.1455766773224;0.1205781555176;0.16808757781988;0.1426673316956;0.22796548843388;0.32357021331788;0.2958121490478;0.30220722198476;0.30897474288944;NA;0.39188963890076;0.012949085235592;0.0082078647613536;0.01661275863648;0.13486576080324;0.3003161430358;0.29742334365844
"X134.75.238.112";0.30403703689576;0.30405841827396;0.54634028434764;0.29758211135868;0.28981507301328;0.30543947219848;0.2963020706176;0.28869039535516;0.29341691970812;0.29479104042056;0.297782431046167;0.300396899382292;0.3299888515472;0.295093297958583;NA;0.45950196266168;0.19748090744024;0.19293485641484;0.20258346557608;0.20398237228384;0.17637434959404;0.1894783306122;0.17676408767704;0.18898895263668;0.20092737197884;0.19613010406496;0.17911423683168;0.12096634864812;0.15063140869144;0.14629305839536;0.12737562179568;0.14847152709968;0.35703098297124;0.3181799316406;0.32138360977164;0.3297321033478;0.30017201423648;0.3821317195892;0.30827654838568;0.37449784278864;0.31215419769276;0.33540195465088;NA;0.60468366850168
"X203.178.133.10";0.30693564414976;0.30698738098136;0.27876779556272;0.30369770050048;0.29564530372612;0.30857882499692;0.30069705963132;0.29456932067872;0.29753459930432;0.29760251998892;0.329501638809917;0.314880390961917;0.31893313407892;0.35491744677225;NA;0.199902740391909;0.20475350379948;0.19723613739004;0.20304871559144;0.20336750984192;0.18216523170464;0.20831706047064;0.18572186470036;0.19355001449572;0.18801201820376;0.1733281707764;0.18762727737424;0.1526762104034;0.12891516685484;0.17640328407296;0.15066105842592;0.23600831985468;0.33191917419432;0.30428222656252;0.31039018630984;0.31719623565672;0.013043260574344;0.40504608154292;NA;0.016056537628168;0.007286748886108;0.14312377929688;0.30855496406556;0.299066553945217
"X202.244.160.251";0.31051966667184;0.31077910423284;0.310487928844619;0.30704294204712;0.29955036163324;0.31231829643252;0.30945250511176;0.29822299957276;0.30164326667788;0.30177294731136;0.351797024409;0.333281358083125;0.37548087120052;0.30597996711725;NA;0.206518948078167;0.20856929779056;0.20079071998584;0.20658678054816;0.2074082946778;0.18600745201116;0.21235216140756;0.1896172142028;0.19752193450924;0.1918625354766;0.17695537567152;0.191385011673;0.16060845375056;0.13288518905644;0.18006178855888;0.15476574897764;0.23957979202268;0.3357025909424;0.30806563377388;0.314452972412;0.32096755981444;0.016560239791872;0.41492126464848;0.0074612236022948;0.019791784286492;NA;0.14242653846736;0.31232562065128;0.328947284947217
"X122.1.115.91";0.31214009284976;0.29580714225756;0.29113092422484;0.32182262420656;0.30635825157172;0.295764579773;0.29899359703064;0.29435310363764;0.31511153221136;0.2937132453918;0.290223906437625;0.2968191242218;0.30313590049744;0.329226861397375;NA;0.20798928260804;0.20639626502992;0.18760467529308;0.21917164802544;0.21775679588312;0.18999977111808;0.2069083595276;0.18057586669928;0.2095385742188;0.15989057540884;0.17723134040828;0.18966571807856;0.11086127281184;0.15106043815608;0.13433113098148;0.13773360252384;0.12640801429752;0.291652798652667;0.28530633926388;0.31568935394292;0.3250749588012;0.0085219192504884;0.36527129173288;0.0158308315277;NA;0.020050125122072;0.33730047225952;0.37602658271792;0.3221995735168
"X200.0.206.202";0.32056961059576;0.32046818733208;0.27849234580988;0.31683268547052;0.30915169715884;0.291563720703;0.29856389045716;0.32700755119336;0.31118726730352;0.31084755897528;0.349498252073917;0.326570669809958;0.30305541038508;0.385415971279083;NA;0.21265279769896;0.20086437225344;0.19826725959784;0.19914847373964;0.19932146072384;0.2147802066804;0.212115719914438;0.2127822971344;0.2063635921478;0.25042627334588;0.23024890899656;0.21455871582036;0.32848242759712;0.28326724052432;0.25846198081968;0.30188945770256;0.29382511138912;0.17454024314892;0.35218651771552;0.36946230888368;0.36529421806336;0.39359724044804;NA;0.400163650512708;0.36540410995488;0.40595539093016;0.51666944503788;0.38208324432388;0.29823565483084
"X194.29.150.131";NA;0.002005252838134;0.020333757400508;0.033611249923712;0.026110115051272;0.038855752944952;0.031104269027708;0.024934892654424;0.028141069412236;0.0280255873998042;0.0337227185567125;0.0368823607762667;0.04965538024904;0.0295616686344125;NA;0.11535484313968;0.11888243675228;0.11943153381352;0.11708214759832;0.1175856494904;0.13560653686516;0.13816499710084;0.13434327125552;0.123188867569;0.15605666160588;0.15227226257324;0.136496454477333;0.183169298172;0.1899695682526;0.17869908332836;0.20845706939696;0.19027691841128;0.27555198669432;0.2741974544526;0.28043930053708;0.28719644546496;0.2986264705658;0.3207891464234;0.30699772834776;0.2994918823244;0.31096608161924;0.2403083992004;0.3046546554566;0.011557493209832
